# Weather station Nottingham, UK, WMO_ID=3354,selection from 11.11.2020 till 21.12.2020, all days
# Encoding: ANSI
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3354&lang=en
#
"Local time in Nottingham";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"04.12.2020 06:00";"2.6";"719.7";"730.2";"-1.0";"91";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"1.5";"";"";"";"300-600";"";"";"71.0";"1.2";"0.4";"12";"";"";"";"";
"04.12.2020 05:00";"2.4";"720.1";"730.6";"-0.9";"97";"Wind blowing from the north-northwest";"4";"";"";"";"Precipitation ";"";"";"";"";"";"";"100-200";"";"";"24.0";"1.9";"";"";"";"";"";"";
"04.12.2020 04:00";"2.1";"720.3";"730.8";"-0.4";"97";"Wind blowing from the north-northwest";"3";"";"";"";"Precipitation, slight or moderate. ";"";"";"";"";"";"";"100-200";"";"";"2.8";"1.6";"";"";"";"";"";"";
"04.12.2020 03:00";"2.3";"720.7";"731.2";"-0.8";"95";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"200-300";"";"";"30.0";"1.5";"";"";"";"";"";"";
"04.12.2020 02:00";"2.1";"721.0";"731.5";"-0.9";"96";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"22.0";"1.5";"";"";"";"";"";"";
"04.12.2020 01:00";"1.6";"720.7";"731.3";"-1.5";"97";"Wind blowing from the north-west";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"100-200";"";"";"8.0";"1.1";"";"";"";"";"";"";
"04.12.2020 00:00";"1.7";"721.5";"732.1";"-0.7";"97";"Wind blowing from the north-west";"2";"";"";"";"Precipitation ";"";"";"";"";"";"";"100-200";"";"";"7.0";"1.2";"0.4";"6";"";"";"";"";
"03.12.2020 23:00";"2.0";"721.9";"732.4";"-0.3";"96";"Wind blowing from the north-northwest";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"100-200";"";"";"8.0";"1.4";"";"";"";"";"";"";
"03.12.2020 22:00";"2.2";"722.2";"732.8";"-0.7";"96";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"100-200";"";"";"12.0";"1.6";"";"";"";"";"";"";
"03.12.2020 21:00";"2.6";"722.2";"732.7";"-0.9";"97";"Wind blowing from the north";"4";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"100-200";"";"";"10.0";"2.1";"";"";"";"";"";"";
"03.12.2020 20:00";"3.2";"722.2";"732.7";"-1.5";"97";"Wind blowing from the north";"3";"";"";"";"Drizzle and rain, slight. ";"";"";"";"";"";"";"100-200";"";"";"3.4";"2.8";"";"";"";"";"";"";
"03.12.2020 19:00";"3.5";"722.9";"733.4";"-1.6";"97";"Wind blowing from the north";"1";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"100-200";"";"";"5.0";"3.1";"";"";"";"";"";"";
"03.12.2020 18:00";"3.5";"723.1";"733.6";"-2.3";"97";"Wind blowing from the north-northeast";"1";"";"";"";"Drizzle, not freezing, slight. ";"";"";"";"4.1";"";"";"300-600";"";"";"7.0";"3.0";"8.0";"12";"";"";"";"";
"03.12.2020 17:00";"3.6";"723.7";"734.2";"-2.7";"95";"Wind blowing from the north-east";"1";"";"";"";"Drizzle, not freezing, moderate. ";"";"";"";"";"";"";"100-200";"";"";"8.0";"2.9";"";"";"";"";"";"";
"03.12.2020 16:00";"3.8";"724.5";"735.0";"-3.4";"96";"Wind blowing from the north";"1";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"6.0";"3.2";"";"";"";"";"";"";
"03.12.2020 15:00";"4.0";"725.4";"735.9";"-3.8";"96";"Wind blowing from the east";"2";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"200-300";"";"";"6.0";"3.4";"";"";"";"";"";"";
"03.12.2020 14:00";"4.1";"726.4";"737.0";"-4.5";"96";"Wind blowing from the east";"2";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"100-200";"";"";"7.0";"3.5";"";"";"";"";"";"";
"03.12.2020 13:00";"4.1";"727.9";"738.4";"-4.2";"96";"Wind blowing from the south-southeast";"2";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"200-300";"";"";"6.0";"3.5";"";"";"";"";"";"";
"03.12.2020 12:00";"4.0";"729.2";"739.8";"-4.1";"95";"Wind blowing from the south";"3";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"100-200";"";"";"13.0";"3.2";"4.0";"6";"";"";"";"";
"03.12.2020 11:00";"3.8";"730.9";"741.4";"-3.6";"97";"Wind blowing from the south-southeast";"3";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"100-200";"";"";"5.0";"3.3";"";"";"";"";"";"";
"03.12.2020 10:00";"3.6";"732.1";"742.8";"-3.3";"96";"Wind blowing from the south";"3";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"200-300";"";"";"5.0";"3.0";"";"";"";"";"";"";
"03.12.2020 09:00";"3.7";"733.3";"744.0";"-3.4";"97";"Wind blowing from the south";"3";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"100-200";"";"";"6.0";"3.2";"";"";"";"";"";"";
"03.12.2020 08:00";"3.7";"734.5";"745.3";"-3.5";"97";"Wind blowing from the south";"3";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"100-200";"";"";"12.0";"3.2";"";"";"";"";"";"";
"03.12.2020 07:00";"3.6";"735.4";"746.2";"-3.9";"96";"Wind blowing from the south";"3";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"100-200";"";"";"10.0";"3.0";"";"";"";"";"";"";
"03.12.2020 06:00";"3.5";"736.7";"747.4";"-3.7";"96";"Wind blowing from the south-southwest";"4";"";"";"";"Rain, not freezing, slight. ";"";"";"2.8";"";"";"";"200-300";"";"";"16.0";"2.9";"0.8";"12";"";"";"";"";
"03.12.2020 05:00";"3.7";"738.0";"748.7";"-3.5";"95";"Wind blowing from the south-southwest";"3";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"9.0";"2.9";"";"";"";"";"";"";
"03.12.2020 04:00";"4.1";"739.3";"750.1";"-3.1";"91";"Wind blowing from the south-west";"5";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"7.0";"2.8";"";"";"";"";"";"";
"03.12.2020 03:00";"4.3";"740.4";"751.1";"-3.4";"88";"Wind blowing from the south-west";"5";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1500-2000";"";"";"30.0";"2.4";"";"";"";"";"";"";
"03.12.2020 02:00";"3.7";"741.5";"752.3";"-2.9";"89";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"2000-2500";"";"";"30.0";"2.1";"";"";"";"";"";"";
"03.12.2020 01:00";"3.7";"742.4";"753.2";"-2.8";"89";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"30.0";"2.0";"";"";"";"";"";"";
"03.12.2020 00:00";"3.0";"743.8";"754.6";"-2.6";"90";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"23.0";"1.5";"No precipitation";"6";"";"";"";"";
"02.12.2020 23:00";"3.1";"744.4";"755.2";"-2.8";"89";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"25.0";"1.5";"";"";"";"";"";"";
"02.12.2020 22:00";"3.4";"745.2";"756.0";"-2.5";"87";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"24.0";"1.4";"";"";"";"";"";"";
"02.12.2020 21:00";"3.2";"746.4";"757.3";"-1.7";"86";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"27.0";"1.0";"";"";"";"";"";"";
"02.12.2020 20:00";"3.9";"747.2";"758.0";"-1.6";"85";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"23.0";"1.5";"";"";"";"";"";"";
"02.12.2020 19:00";"4.7";"747.7";"758.5";"-1.7";"82";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"27.0";"1.9";"";"";"";"";"";"";
"02.12.2020 18:00";"5.1";"748.1";"758.9";"-1.6";"83";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"7.8";"";"";"600-1000";"";"";"23.0";"2.4";"Trace of precipitation";"12";"";"";"";"";
"02.12.2020 17:00";"5.7";"748.8";"759.6";"-1.1";"84";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"22.0";"3.1";"";"";"";"";"";"";
"02.12.2020 16:00";"6.8";"749.4";"760.1";"-1.2";"79";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"27.0";"3.3";"";"";"";"";"";"";
"02.12.2020 15:00";"7.7";"749.7";"760.4";"-1.3";"79";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"30.0";"4.3";"";"";"";"";"";"";
"02.12.2020 14:00";"7.8";"749.9";"760.6";"-2.1";"84";"Wind blowing from the north-west";"2";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"300-600";"";"";"50.0";"5.3";"";"";"";"";"";"";
"02.12.2020 13:00";"6.8";"750.6";"761.3";"-2.0";"96";"Wind blowing from the west-southwest";"4";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"100-200";"";"";"6.0";"6.2";"";"";"";"";"";"";
"02.12.2020 12:00";"6.7";"751.0";"761.7";"-2.4";"93";"Wind blowing from the south-west";"3";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"200-300";"";"";"14.0";"5.7";"Trace of precipitation";"6";"";"";"";"";
"02.12.2020 11:00";"6.5";"752.0";"762.8";"-1.6";"95";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"12.0";"5.7";"";"";"";"";"";"";
"02.12.2020 10:00";"5.8";"752.6";"763.5";"-1.5";"97";"Wind blowing from the south-west";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"100-200";"";"";"5.0";"5.4";"";"";"";"";"";"";
"02.12.2020 09:00";"5.5";"753.4";"764.2";"-1.5";"98";"Wind blowing from the south-west";"3";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"100-200";"";"";"4.2";"5.2";"";"";"";"";"";"";
"02.12.2020 08:00";"5.1";"753.6";"764.5";"-1.8";"98";"Wind blowing from the south-west";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"50-100";"";"";"3.3";"4.8";"";"";"";"";"";"";
"02.12.2020 07:00";"5.1";"754.1";"765.0";"-1.7";"98";"Wind blowing from the south-west";"3";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"50-100";"";"";"3.8";"4.8";"";"";"";"";"";"";
"02.12.2020 06:00";"4.7";"754.9";"765.8";"-1.6";"97";"Wind blowing from the south-west";"3";"";"";"";"Drizzle, not freezing, moderate. ";"";"";"2.9";"";"";"";"50-100";"";"";"2.2";"4.3";"Trace of precipitation";"12";"";"";"";"";
"02.12.2020 05:00";"4.1";"755.4";"766.3";"-1.7";"91";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"200-300";"";"";"12.0";"2.8";"";"";"";"";"";"";
"02.12.2020 04:00";"4.0";"755.8";"766.7";"-1.9";"90";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"13.0";"2.5";"";"";"";"";"";"";
"02.12.2020 03:00";"4.0";"756.5";"767.5";"-1.7";"89";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"17.0";"2.3";"";"";"";"";"";"";
"02.12.2020 02:00";"3.4";"757.1";"768.1";"-1.5";"85";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"24.0";"1.1";"";"";"";"";"";"";
"02.12.2020 01:00";"3.7";"757.7";"768.7";"-1.1";"84";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"2000-2500";"";"";"18.0";"1.2";"";"";"";"";"";"";
"02.12.2020 00:00";"3.4";"758.2";"769.2";"-0.9";"84";"Wind blowing from the west-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"2000-2500";"";"";"14.0";"1.0";"No precipitation";"6";"";"";"";"";
"01.12.2020 23:00";"4.0";"758.6";"769.6";"-0.6";"81";"Wind blowing from the west-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"14.0";"1.0";"";"";"";"";"";"";
"01.12.2020 22:00";"4.1";"758.8";"769.9";"-0.3";"78";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"25.0";"0.5";"";"";"";"";"";"";
"01.12.2020 21:00";"4.2";"759.1";"770.2";"0.0";"78";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"2000-2500";"";"";"35.0";"0.6";"";"";"";"";"";"";
"01.12.2020 20:00";"4.2";"759.2";"770.2";"-0.2";"77";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"21.0";"0.5";"";"";"";"";"";"";
"01.12.2020 19:00";"4.4";"759.1";"770.2";"-0.3";"76";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"0.5";"";"";"";"";"";"";
"01.12.2020 18:00";"4.2";"759.1";"770.2";"-0.4";"78";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"7.5";"";"";"2500 or more, or no clouds.";"";"";"28.0";"0.7";"No precipitation";"12";"";"";"";"";
"01.12.2020 17:00";"4.3";"759.4";"770.4";"-0.1";"78";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"0.8";"";"";"";"";"";"";
"01.12.2020 16:00";"5.3";"759.4";"770.3";"-0.1";"75";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"1.2";"";"";"";"";"";"";
"01.12.2020 15:00";"6.7";"759.5";"770.5";"-0.3";"68";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"1.1";"";"";"";"";"";"";
"01.12.2020 14:00";"7.0";"759.5";"770.5";"-0.4";"68";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"1.5";"";"";"";"";"";"";
"01.12.2020 13:00";"7.3";"759.5";"770.4";"-0.4";"67";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"1.6";"";"";"";"";"";"";
"01.12.2020 12:00";"6.7";"759.8";"770.7";"0.1";"71";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"1.7";"No precipitation";"6";"";"";"";"";
"01.12.2020 11:00";"6.0";"759.9";"770.8";"0.5";"73";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"1.4";"";"";"";"";"";"";
"01.12.2020 10:00";"4.6";"759.9";"770.8";"1.0";"77";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"0.8";"";"";"";"";"";"";
"01.12.2020 09:00";"3.6";"759.7";"770.8";"1.1";"80";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"0.4";"";"";"";"";"";"";
"01.12.2020 08:00";"3.0";"759.4";"770.4";"1.1";"81";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"0.0";"";"";"";"";"";"";
"01.12.2020 07:00";"2.8";"758.9";"770.0";"1.0";"82";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"0.0";"";"";"";"";"";"";
